sample_index,timestamp_ms,timestamp_utc,container_id,container_name,cpu_percent,mem_percent,mem_usage_raw,mem_used_bytes,mem_limit_bytes,net_io_raw,block_io_raw,pids
0,1776937515816,2026-04-23T09:45:15.816096+00:00,2553add0eb44,docker-auth-1,27.96,7.00,548.9MiB / 7.653GiB,575563366,8217346179,919kB / 1.13MB,0B / 25.7MB,125
0,1776937515816,2026-04-23T09:45:15.816096+00:00,9f919b0315c7,docker-registry-1,1.51,5.03,394.4MiB / 7.653GiB,413558374,8217346179,5.46MB / 3.59MB,0B / 10.9MB,56
0,1776937515816,2026-04-23T09:45:15.816096+00:00,047bb8dbb031,docker-recommender-1,4.59,7.27,569.7MiB / 7.653GiB,597373747,8217346179,1MB / 1.32MB,0B / 25.7MB,136
0,1776937515816,2026-04-23T09:45:15.816096+00:00,9caace330afe,docker-persistence-1,36.83,9.89,774.8MiB / 7.653GiB,812436684,8217346179,2.79MB / 2.69MB,0B / 36.4MB,65
0,1776937515816,2026-04-23T09:45:15.816096+00:00,24025f462381,docker-webui-1,73.75,12.49,978.6MiB / 7.653GiB,1026136473,8217346179,12.8MB / 15.2MB,0B / 32.1MB,251
0,1776937515816,2026-04-23T09:45:15.816096+00:00,eaf29550fd31,docker-image-1,33.35,8.07,632.4MiB / 7.653GiB,663119462,8217346179,923kB / 10.8MB,0B / 58.8MB,151
0,1776937515816,2026-04-23T09:45:15.816096+00:00,b3ec606673dd,docker-db-1,0.44,1.31,103MiB / 7.653GiB,108003328,8217346179,1.3MB / 1.97MB,10.6MB / 145MB,40
1,1776937522869,2026-04-23T09:45:22.869320+00:00,2553add0eb44,docker-auth-1,17.83,7.11,557.4MiB / 7.653GiB,584476262,8217346179,1.06MB / 1.23MB,0B / 25.7MB,125
1,1776937522869,2026-04-23T09:45:22.869320+00:00,9f919b0315c7,docker-registry-1,0.91,5.03,394.5MiB / 7.653GiB,413663232,8217346179,5.48MB / 3.6MB,0B / 10.9MB,56
1,1776937522869,2026-04-23T09:45:22.869320+00:00,047bb8dbb031,docker-recommender-1,14.79,7.48,586.1MiB / 7.653GiB,614570393,8217346179,1.03MB / 1.34MB,0B / 25.7MB,136
1,1776937522869,2026-04-23T09:45:22.869320+00:00,9caace330afe,docker-persistence-1,24.68,9.91,776.3MiB / 7.653GiB,814009548,8217346179,3.12MB / 3.01MB,0B / 36.4MB,65
1,1776937522869,2026-04-23T09:45:22.869320+00:00,24025f462381,docker-webui-1,30.40,12.84,1006MiB / 7.653GiB,1054867456,8217346179,17.2MB / 20.6MB,0B / 32.1MB,251
1,1776937522869,2026-04-23T09:45:22.869320+00:00,eaf29550fd31,docker-image-1,10.43,8.23,645.1MiB / 7.653GiB,676436377,8217346179,1.03MB / 14.7MB,0B / 58.8MB,151
1,1776937522869,2026-04-23T09:45:22.869320+00:00,b3ec606673dd,docker-db-1,0.17,1.31,103MiB / 7.653GiB,108003328,8217346179,1.32MB / 2.05MB,10.6MB / 145MB,40
2,1776937529923,2026-04-23T09:45:29.923499+00:00,2553add0eb44,docker-auth-1,31.95,7.29,570.9MiB / 7.653GiB,598632038,8217346179,1.19MB / 1.32MB,0B / 25.7MB,125
2,1776937529923,2026-04-23T09:45:29.923499+00:00,9f919b0315c7,docker-registry-1,1.48,5.04,394.6MiB / 7.653GiB,413768089,8217346179,5.49MB / 3.61MB,0B / 10.9MB,56
2,1776937529923,2026-04-23T09:45:29.923499+00:00,047bb8dbb031,docker-recommender-1,6.39,7.49,586.9MiB / 7.653GiB,615409254,8217346179,1.06MB / 1.35MB,0B / 25.7MB,136
2,1776937529923,2026-04-23T09:45:29.923499+00:00,9caace330afe,docker-persistence-1,19.01,9.99,783.2MiB / 7.653GiB,821244723,8217346179,3.43MB / 3.32MB,0B / 36.4MB,65
